timestamp,input_path,output_txt,output_meta,pages,ocr_pages,ocr_mode,dpi,text_chars,ocr_chars,duration_sec,status,error
2025-12-23 12:21:51,RESEARCH\vLex-Vincent--The-First-Amended-Complaint--FAC--alleges-that-the-alleged-RICO-enterprise-s-broader-objective-frau-1.pdf,extracted_research\vLex-Vincent--The-First-Amended-Complaint--FAC--alleges-that-the-alleged-RICO-enterprise-s-broader-objective-frau-1.txt,extracted_research\vLex-Vincent--The-First-Amended-Complaint--FAC--alleges-that-the-alleged-RICO-enterprise-s-broader-objective-frau-1.json,17,0,auto,300,41770,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-1.pdf,extracted_research\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-1.txt,extracted_research\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-1.json,19,0,auto,300,48195,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-90921434-1.pdf,extracted_research\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-90921434-1.txt,extracted_research\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-90921434-1.json,19,0,auto,300,48195,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-d70bd90a-1.pdf,extracted_research\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-d70bd90a-1.txt,extracted_research\vLex-Vincent--The-initial-removal-from-the-home-was-done-without-any-evidentiary-hearing--findings-of-fact--or-op-d70bd90a-1.json,19,0,auto,300,48195,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-1.pdf,extracted_research\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-1.txt,extracted_research\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-1.json,30,0,auto,300,73301,0,0.03,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-b067d643-1.pdf,extracted_research\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-b067d643-1.txt,extracted_research\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-b067d643-1.json,30,0,auto,300,73301,0,0.03,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-f9a6529d-1.pdf,extracted_research\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-f9a6529d-1.txt,extracted_research\vLex-Vincent--The-Plaintiff-described-an--association-in-fact-enterprise--with-defined-roles--ongoing-coordinatio-f9a6529d-1.json,30,0,auto,300,73301,0,0.03,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-1.pdf,extracted_research\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-1.txt,extracted_research\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-1.json,16,0,auto,300,41623,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-b3c003b4-1.pdf,extracted_research\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-b3c003b4-1.txt,extracted_research\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-b3c003b4-1.json,16,0,auto,300,41623,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-c96c595b-1.pdf,extracted_research\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-c96c595b-1.txt,extracted_research\vLex-Vincent-1-STATE-COMMISSION-ON-JUDICIAL-CONDUCT-HONORABLE-JAMES-MUNFORD--DISTRICT-JUDGE-OF-THE-322nd-DISTRICT-c96c595b-1.json,16,0,auto,300,41623,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.pdf,extracted_research\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.txt,extracted_research\vLex-Vincent-42-U-S-C----1983-Complaint-for-Injunctive-and-Declaratory-Relief-Introduction-Plaintiff-Charles-Dust-1.json,63,0,auto,300,188091,0,0.05,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Based-on-the-above--Defendants-Myers-and-Branthoover-have-committed-multiple-RICO-predicate-acts-wir-1.pdf,extracted_research\vLex-Vincent-Based-on-the-above--Defendants-Myers-and-Branthoover-have-committed-multiple-RICO-predicate-acts-wir-1.txt,extracted_research\vLex-Vincent-Based-on-the-above--Defendants-Myers-and-Branthoover-have-committed-multiple-RICO-predicate-acts-wir-1.json,27,0,auto,300,64287,0,0.03,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Defendants-engaged-in-at-least-two-predicate-acts--wire-fraud--money-laundering--obstruction--etc----1.pdf,extracted_research\vLex-Vincent-Defendants-engaged-in-at-least-two-predicate-acts--wire-fraud--money-laundering--obstruction--etc----1.txt,extracted_research\vLex-Vincent-Defendants-engaged-in-at-least-two-predicate-acts--wire-fraud--money-laundering--obstruction--etc----1.json,35,0,auto,300,89246,0,0.03,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Draft-a-civil-RICO-complaint-based-on-the-provided-facts--establishing-the-existence-of-an-enterpris-1.pdf,extracted_research\vLex-Vincent-Draft-a-civil-RICO-complaint-based-on-the-provided-facts--establishing-the-existence-of-an-enterpris-1.txt,extracted_research\vLex-Vincent-Draft-a-civil-RICO-complaint-based-on-the-provided-facts--establishing-the-existence-of-an-enterpris-1.json,38,0,auto,300,97676,0,0.03,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Draft-a-civil-RICO-complaint-based-on-the-provided-facts--establishing-the-existence-of-an-enterpris-e95e2036-1.pdf,extracted_research\vLex-Vincent-Draft-a-civil-RICO-complaint-based-on-the-provided-facts--establishing-the-existence-of-an-enterpris-e95e2036-1.txt,extracted_research\vLex-Vincent-Draft-a-civil-RICO-complaint-based-on-the-provided-facts--establishing-the-existence-of-an-enterpris-e95e2036-1.json,38,0,auto,300,97676,0,0.03,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-eXPLAIN-how-judges-and-attorneys-in-a-divorce-suit-can-be-implicated-in-a-rico-conspiracy-started-by-1.pdf,extracted_research\vLex-Vincent-eXPLAIN-how-judges-and-attorneys-in-a-divorce-suit-can-be-implicated-in-a-rico-conspiracy-started-by-1.txt,extracted_research\vLex-Vincent-eXPLAIN-how-judges-and-attorneys-in-a-divorce-suit-can-be-implicated-in-a-rico-conspiracy-started-by-1.json,24,0,auto,300,58925,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-For-a-civil-RICO-claim-to-prevail--is-it-a-requirement-to-have-multiple-victims--or-are-there-except-1.pdf,extracted_research\vLex-Vincent-For-a-civil-RICO-claim-to-prevail--is-it-a-requirement-to-have-multiple-victims--or-are-there-except-1.txt,extracted_research\vLex-Vincent-For-a-civil-RICO-claim-to-prevail--is-it-a-requirement-to-have-multiple-victims--or-are-there-except-1.json,18,0,auto,300,41234,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.pdf,extracted_research\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.txt,extracted_research\vLex-Vincent-How-does-the-10th-Circuit-distinguish-between-the-person-and-the-enterprise-under-RICO--1.json,28,0,auto,300,65659,0,0.03,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-sa (1)-1.pdf,extracted_research\vLex-Vincent-I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-sa (1)-1.txt,extracted_research\vLex-Vincent-I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-sa (1)-1.json,34,0,auto,300,95957,0,0.03,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-sa-1.pdf,extracted_research\vLex-Vincent-I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-sa-1.txt,extracted_research\vLex-Vincent-I--Introduction-Within-the-last-23-days--four-mandamus-petitions-have-been-docketed-involving-the-sa-1.json,25,0,auto,300,73619,0,0.03,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-If-a-litigant-is-filing-suit-in-federal-court-and-has-active-mandamus-petitions-containing-evidence--1.pdf,extracted_research\vLex-Vincent-If-a-litigant-is-filing-suit-in-federal-court-and-has-active-mandamus-petitions-containing-evidence--1.txt,extracted_research\vLex-Vincent-If-a-litigant-is-filing-suit-in-federal-court-and-has-active-mandamus-petitions-containing-evidence--1.json,9,0,auto,300,19503,0,0.01,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-If-requesting-service-by-U-S--Marshals-and-filing-in-Oklahoma-federal-court--how-can-service-be-effe-1.pdf,extracted_research\vLex-Vincent-If-requesting-service-by-U-S--Marshals-and-filing-in-Oklahoma-federal-court--how-can-service-be-effe-1.txt,extracted_research\vLex-Vincent-If-requesting-service-by-U-S--Marshals-and-filing-in-Oklahoma-federal-court--how-can-service-be-effe-1.json,16,0,auto,300,38218,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-In-a-civil-or-criminal-RICO-claim-under-U-S--federal-law--under-what-circumstances-can-perjury-serve-1.pdf,extracted_research\vLex-Vincent-In-a-civil-or-criminal-RICO-claim-under-U-S--federal-law--under-what-circumstances-can-perjury-serve-1.txt,extracted_research\vLex-Vincent-In-a-civil-or-criminal-RICO-claim-under-U-S--federal-law--under-what-circumstances-can-perjury-serve-1.json,12,0,auto,300,30150,0,0.01,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-In-Oklahoma-federal-court--can-a-victim-in-Texas-sue-for-deceit--conversion--intentional-infliction- (1)-1.pdf,extracted_research\vLex-Vincent-In-Oklahoma-federal-court--can-a-victim-in-Texas-sue-for-deceit--conversion--intentional-infliction- (1)-1.txt,extracted_research\vLex-Vincent-In-Oklahoma-federal-court--can-a-victim-in-Texas-sue-for-deceit--conversion--intentional-infliction- (1)-1.json,9,0,auto,300,19465,0,0.01,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-In-Oklahoma-federal-court--can-a-victim-in-Texas-sue-for-deceit--conversion--intentional-infliction--1.pdf,extracted_research\vLex-Vincent-In-Oklahoma-federal-court--can-a-victim-in-Texas-sue-for-deceit--conversion--intentional-infliction--1.txt,extracted_research\vLex-Vincent-In-Oklahoma-federal-court--can-a-victim-in-Texas-sue-for-deceit--conversion--intentional-infliction--1.json,9,0,auto,300,19465,0,0.01,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive (1)-1.pdf,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive (1)-1.txt,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive (1)-1.json,13,0,auto,300,31712,0,0.01,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive (1)-90a9fb65-1.pdf,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive (1)-90a9fb65-1.txt,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive (1)-90a9fb65-1.json,13,0,auto,300,31712,0,0.01,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive (1)-b5b7dca3-1.pdf,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive (1)-b5b7dca3-1.txt,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive (1)-b5b7dca3-1.json,13,0,auto,300,31712,0,0.01,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive-1.pdf,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive-1.txt,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive-1.json,13,0,auto,300,31712,0,0.01,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive-53f71b49-1.pdf,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive-53f71b49-1.txt,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive-53f71b49-1.json,13,0,auto,300,31712,0,0.01,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive-68da3fc5-1.pdf,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive-68da3fc5-1.txt,extracted_research\vLex-Vincent-Is-it-proper-for-a-Texas-resident-to-sue-his-Oklahoma-step-father-in-law-in-federal-court-under-dive-68da3fc5-1.json,13,0,auto,300,31712,0,0.01,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-MANDAMUS-1--JUDGE-KAITCER--1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--1.pdf,extracted_research\vLex-Vincent-MANDAMUS-1--JUDGE-KAITCER--1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--1.txt,extracted_research\vLex-Vincent-MANDAMUS-1--JUDGE-KAITCER--1-NO--25-_____-IN-THE-SUPREME-COURT-OF-TEXAS-IN-RE--CHARLES-DUSTIN-MYERS--1.json,117,0,auto,300,400790,0,0.09,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Myers--Branthoover--and-Wilson-engaged-in-multiple-predicate-acts--including--1--Mail-fraud--using-t-1.pdf,extracted_research\vLex-Vincent-Myers--Branthoover--and-Wilson-engaged-in-multiple-predicate-acts--including--1--Mail-fraud--using-t-1.txt,extracted_research\vLex-Vincent-Myers--Branthoover--and-Wilson-engaged-in-multiple-predicate-acts--including--1--Mail-fraud--using-t-1.json,27,0,auto,300,65964,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-Plaintiff-alleged-multiple-predicate-acts--wire-fraud--Travel-Act-violations--perjury-subornation-of-1.pdf,extracted_research\vLex-Vincent-Plaintiff-alleged-multiple-predicate-acts--wire-fraud--Travel-Act-violations--perjury-subornation-of-1.txt,extracted_research\vLex-Vincent-Plaintiff-alleged-multiple-predicate-acts--wire-fraud--Travel-Act-violations--perjury-subornation-of-1.json,23,0,auto,300,60614,0,0.02,ok,
2025-12-23 12:21:51,RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (1)-1.pdf,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (1)-1.txt,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (1)-1.json,49,0,auto,300,139981,0,0.04,ok,
2025-12-23 12:21:52,RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (10)-1.pdf,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (10)-1.txt,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (10)-1.json,35,0,auto,300,105466,0,0.03,ok,
2025-12-23 12:21:52,RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.pdf,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.txt,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (2)-1.json,46,0,auto,300,132472,0,0.04,ok,
2025-12-23 12:21:52,RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (3)-1.pdf,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (3)-1.txt,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (3)-1.json,29,0,auto,300,90212,0,0.03,ok,
2025-12-23 12:21:52,RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (4)-1.pdf,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (4)-1.txt,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (4)-1.json,49,0,auto,300,133066,0,0.04,ok,
2025-12-23 12:21:52,RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.pdf,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.txt,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (5)-1.json,55,0,auto,300,152067,0,0.04,ok,
2025-12-23 12:21:52,RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (6)-1.pdf,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (6)-1.txt,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (6)-1.json,49,0,auto,300,135832,0,0.04,ok,
2025-12-23 12:21:52,RESEARCH\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (7)-1.pdf,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (7)-1.txt,extracted_research\vLex-Vincent-TABLE-OF-CONTENTS-I--JURISDICTION-AND-VENUE-II--PARTIES-III--RECORD-REFERENCES-https---search-txcour (7)-1.json,42,0,auto,300,121015,0,0.04,ok,
